# source: TM-100991 pdf p.66, Figure A11
# quantity: f_hs -- station 4.1 heat-sink constant (Eq. 52, pdf p.26: T41sgn = f_hs(NGc)),
#    which feeds the heat-sink lag tau_b of Eq. 53. NOT f_s: the report prints
#    them as different symbols and an earlier draft of the notes conflated them
# method: digitized -- generative model fit of the 6 printed 'x' glyphs
# x: NGC corrected gas generator speed, percent
# y: T41SGN heat-sink constant (no unit on the figure or in the nomenclature)
# sigma_x: 1 sigma uncertainty on x, in x's own units, per point (see UNCERTAINTY)
# sigma_y: 1 sigma uncertainty on y, in y's own units, per point (see UNCERTAINTY)
# points: 6
# digitized: 2026-09-11 by tools/digitize_single_curve.py -- reruns and reproduces this file
#            exactly; a re-digitisation of the 2026-09-10 extraction (see MOVEMENT)
#
# RASTER. `pdfimages -list -f 66` shows pdf p.66 is a single 300 dpi
# 1-bit CCITT image (2544x3300), so every render above 300 dpi is an upsample of that
# bitmap and can add no detail. This extraction works on the bitmap itself, pulled out
# with `pdfimages`, and takes its sub-pixel information from a model fitted to the binary
# ink rather than from interpolated grey. The page is NOT resampled at any point: the
# scan's rotation and keystone are a coordinate transform applied to the measured points,
# not a warp applied to the pixels, so no interpolation ever touches the data.
#
# GEOMETRY. The four frame lines are fitted sub-pixel by tracing the single ink run per
# row/column and least-squares fitting with outlier rejection:
#   left   x = 472.521 +0.001888 y   (+0.108 deg, 1499 samples, rms 0.98 px)
#   right  x = 2135.464 -0.001836 y   (-0.105 deg, 1423 samples, rms 1.08 px)
#   top    y = 298.986 +0.004328 x   (+0.248 deg, 1560 samples, rms 0.92 px)
#   bottom y = 2629.008 +0.008654 x   (+0.496 deg, 1246 samples, rms 0.40 px)
# The four edge slopes are not a common rotation, so the frame is a genuine
# quadrilateral; corners TL(473.089,301.034) TR(2134.898,308.226)
# BR(2130.603,2647.447) BL(477.493,2633.140) are mapped onto the unit
# square (u right, v up) by a homography, and every measured point is carried through
# it. NOT `digitize.py axes`, and NOT a pixel warp -- nothing is resampled.
#
# CALIBRATION. Every printed MAJOR tick on all four edges, located by the ink-weighted
# centroid of its inward protrusion, and matched to its printed value by predicted
# lattice slot rather than by protrusion length -- a marker sitting ON a frame line
# out-protrudes a major tick, and a flat data line protrudes the whole scan length.
#   x majors every 5 (6 interior, read off the top and bottom edges);
#   y majors every 0.5 (8 interior, off the left and right edges).
#   x axis: LINEAR in u, where u = 0 at the left frame and 1 at the right frame.
#      x = +35.001274 u +65.006825
#      Fitted on 12 interior major ticks (both ticked edges) plus the frame
#      value(s) left = 65, right = 100;
#      residual rms 0.03394, i.e. 0.97 per-mille of the axis range.
#      HELD-OUT FRAME TEST -- fit the interior majors ALONE, then predict the printed
#      value at the frame, which the fit was never given (leave-one-tick-out rms is
#      shown beside it, as an independent check that the order is not fitting noise):
#        order 1 (linear   ): lo frame printed 65 -> 65.0084 (+0.00842)
#                             hi frame printed 100 -> 100.011 (+0.0115)
#                             leave-one-tick-out 1.362 per-mille of range
#        order 2 (quadratic): lo frame printed 65 -> 65.0413 (+0.0413)
#                             hi frame printed 100 -> 100.045 (+0.0446)
#                             leave-one-tick-out 1.502 per-mille of range
#        order 3 (cubic    ): lo frame printed 65 -> 65.0959 (+0.0959)
#                             hi frame printed 100 -> 99.9893 (-0.0107)
#                             leave-one-tick-out 1.677 per-mille of range
#        order 4 (quartic  ): lo frame printed 65 -> 65.1791 (+0.179)
#                             hi frame printed 100 -> 100.074 (+0.0738)
#                             leave-one-tick-out 1.895 per-mille of range
#      -> order 1 wins the held-out test among the orders that also interpolate the
#         ticks as well as the best one does; ties within 1.25x go to the lower order.
#   y axis: LINEAR in v, where v = 0 at the bottom frame and 1 at the top frame.
#      y = +4.4734472 v +3.5020488
#      Fitted on 15 interior major ticks (both ticked edges) plus the frame
#      value(s) bottom = 3.5, top = 8;
#      residual rms 0.02099, i.e. 4.67 per-mille of the axis range.
#      HELD-OUT FRAME TEST -- fit the interior majors ALONE, then predict the printed
#      value at the frame, which the fit was never given (leave-one-tick-out rms is
#      shown beside it, as an independent check that the order is not fitting noise):
#        order 1 (linear   ): lo frame printed 3.5 -> 3.51395 (+0.0139)
#                             hi frame printed 8 -> 7.95926 (-0.0407)
#                             leave-one-tick-out 5.831 per-mille of range
#        order 2 (quadratic): lo frame printed 3.5 -> 3.48147 (-0.0185)
#                             hi frame printed 8 -> 7.93459 (-0.0654)
#                             leave-one-tick-out 6.575 per-mille of range
#        order 3 (cubic    ): lo frame printed 3.5 -> 3.53161 (+0.0316)
#                             hi frame printed 8 -> 7.90035 (-0.0996)
#                             leave-one-tick-out 7.463 per-mille of range
#        order 4 (quartic  ): lo frame printed 3.5 -> 3.42613 (-0.0739)
#                             hi frame printed 8 -> 7.82809 (-0.172)
#                             leave-one-tick-out 8.165 per-mille of range
#      -> order 1 wins the held-out test among the orders that also interpolate the
#         ticks as well as the best one does; ties within 1.25x go to the lower order.
#   Independent bow-free cross-check: linear interpolation between the two majors that
#   bracket each point, done on each ticked edge and averaged, agrees with the chosen
#   model to 0.0743 in x and 3.44 in y, worst point.
#
# MARKERS. 6 'x' glyphs. Seeds come from a 7x7 morphological OPENING of the
# ink -- the joining line is ~4 px wide and vanishes, the crossing of two strokes does
# not -- which is independent of density and needs no threshold sweep. Each centre is
# then fitted with a generative model of the local ink: (stroke1 U stroke2 U incoming
# half-segment U outgoing half-segment), all four radiating from one point, rendered by
# 5x5 supersampling and scored as sum (coverage - ink)^2 over an unmasked disc of radius
# 20 px. The glyph template is global -- the plotter drew the same mark 6 times -- and
# came out as strokes at -44.52 deg (half-length 14.79 px) and +44.96 deg (14.97 px),
# stroke width 3.72 px, joining-line width 3.92 px. Frame lines and tick
# marks are MASKED, never modelled, and the mask is SYMMETRIC about each frame line: the
# ticks all protrude inward, so masking only the inward side would strip ink from one
# half of a marker that sits on a frame and bias its abscissa. Fitted centres, image px:
#   m1 ( 473.180,2373.739)  m2 ( 710.387,2375.900)  m3 ( 951.707,1466.406)
#   m4 (1187.934,1234.758)  m5 (1421.761, 562.587)  m6 (2133.932, 565.872)
#
# UNCERTAINTY, per point, 1 sigma, in data units -- the sigma_x and sigma_y columns.
# Quadrature of four named contributions, each measured, none assumed:
#   x: tick-fit residual 0.0339 | calibration order spread (deg 1-4) 0.00686 mean, 0.00947 max |
#      the two ticked edges calibrated separately, half their disagreement 0.0206 mean, 0.0292 max |
#      glyph centre 0.00139 mean, 0.00316 max.  Total 1 sigma 0.0409 mean, 0.0451 max.
#      (The order term is deliberately conservative: it includes the LINEAR map, which the
#      held-out frame test rejects. Over orders 2-4 alone the spread is only 0.0115.)
#   y: tick-fit residual 0.021 | calibration order spread (deg 1-4) 0.00701 mean, 0.00953 max |
#      the two ticked edges calibrated separately, half their disagreement 0.00478 mean, 0.00855 max |
#      glyph centre 9.62e-05 mean, 0.000245 max.  Total 1 sigma 0.0229 mean, 0.0246 max.
#      (The order term is deliberately conservative: it includes the LINEAR map, which the
#      held-out frame test rejects. Over orders 2-4 alone the spread is only 0.00968.)
#   The glyph term is the worst case over: window radius +/-3 px, frame-mask half-width
#   3.0 and 5.0 px, tick-mask half-width 3.0 and 6.0 px, and masking the joining line out
#   ENTIRELY and fitting the two strokes alone. Worst move in px over those variants:
#      rad-3            0.08 px
#      rad+3            0.02 px
#      framemask 3.0    0.00 px
#      framemask 5.0    0.00 px
#      tickpad 3.0      0.00 px
#      tickpad 6.0      0.14 px
#      line masked out  0.15 px
#
# COUNT CHECK, independent of any detector. Walking the ink along each fitted joining
# segment in 10 px bins, every excess over that segment's own baseline sits at a segment
# endpoint; there is no interior excess on any segment -- no marker is missed and none
# is invented. Straightness of each joining segment (residual about a straight line,
# px rms): 1.13, 1.14, 1.08, 1.07, 1.07.
#
# FREE STRUCTURAL CHECK. The six abscissae should land on 65, 70, 75, 80, 85, 100
# (Fig. A11 draws a marker at every printed major x tick plus the right frame).
# Nothing here is told to expect that. They recover to -0.074, -0.042, +0.090,
# +0.084, +0.016, -0.002 -- max 0.09 against a mean sigma_x of 0.041.
# MARKERS ON THE FRAME. Markers 1 and 6 sit on the left and right frame lines, so
# `rail` keeps frame-adjacent components in x while excluding a band of tick-label
# fragments along the inside of the bottom frame. Marker 1 also HIDES the y major
# at 4.00 on the left edge; that major is dropped from the axis fit rather than
# failing the extraction, and the held-out frame test still judges the result.
#
# MOVEMENT from the 2026-09-10 extraction (old -> new, and the move in units of the
# 1 sigma above):
#    1  x 64.9947 -> 64.9257 (-0.069, -1.5 sigma)   y 4.00062 -> 4.00189 (+0.00127, +0.1 sigma)
#    2  x 69.9947 -> 69.9584 (-0.0363, -0.8 sigma)   y 4.00062 -> 4.00147 (+0.000846, +0.0 sigma)
#    3  x 75.1108 -> 75.0896 (-0.0212, -0.5 sigma)   y 5.75467 -> 5.75187 (-0.0028, -0.1 sigma)
#    4  x 80.1002 -> 80.0838 (-0.0164, -0.4 sigma)   y 6.20473 -> 6.19832 (-0.00641, -0.3 sigma)
#    5  x 85.0158 -> 85.0156 (-0.000225, -0.0 sigma)   y 7.49719 -> 7.48482 (-0.0124, -0.5 sigma)
#    6  x 99.9736 -> 99.9978 (+0.0242, +0.7 sigma)   y 7.49719 -> 7.48508 (-0.0121, -0.5 sigma)
#
# NOT transcribed. Values carry read error; see validation/out/digitize/a6810/.
x,y,sigma_x,sigma_y
64.9257,4.00189,0.0451,0.02208
69.9584,4.00147,0.0439,0.02208
75.0896,5.75187,0.0412,0.02225
80.0838,6.19832,0.0405,0.02177
85.0156,7.48482,0.0386,0.02459
99.9978,7.48508,0.0361,0.02459
