# source: TM-100991 pdf p.45, Figure 9, panel PS3
# quantity: PS3 vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (shared axis, 0 to 5.0)
# value: PS3, axis range 100.0 to 300.0, no unit printed on the figure
# points: 632
# x tick check: worst interior major tick off by 0.0308 s
# NOT transcribed. Values carry read error.
t_s,value
0.05984,157.27273
0.06284,157.27273
0.06583,157.27273
0.06882,156.96970
0.07181,156.96970
0.07481,156.96970
0.07780,156.96970
0.08079,156.96970
0.08378,157.27273
0.08677,156.96970
0.08977,156.96970
0.09276,157.27273
0.09575,157.27273
0.09874,157.27273
0.10174,157.57576
0.15560,157.27273
0.15859,157.27273
0.16158,156.96970
0.16457,156.96970
0.16756,156.96970
0.17056,156.96970
0.17355,156.96970
0.17654,156.96970
0.17953,156.96970
0.18253,156.96970
0.18552,156.96970
0.18851,156.96970
0.19150,157.27273
0.19449,157.27273
0.19749,157.27273
0.20048,157.27273
0.25434,157.27273
0.25733,157.27273
0.26032,156.96970
0.26332,156.96970
0.27229,156.96970
0.27528,156.96970
0.29025,156.96970
0.29324,156.66667
0.29623,156.66667
0.29922,156.96970
0.35607,156.66667
0.35907,156.66667
0.36206,156.36364
0.36505,156.36364
0.36804,156.66667
0.37104,156.66667
0.37403,156.66667
0.37702,156.66667
0.38001,156.66667
0.38300,156.66667
0.38600,156.66667
0.38899,156.66667
0.39198,156.66667
0.39497,156.66667
0.39797,156.96970
0.40096,156.96970
0.40395,156.96970
0.45781,156.96970
0.46080,156.66667
0.46379,156.66667
0.46679,156.96970
0.46978,156.36364
0.47277,156.36364
0.47576,156.36364
0.47876,156.36364
0.48175,156.36364
0.48474,156.36364
0.48773,156.36364
0.49072,156.66667
0.49372,156.66667
0.49671,156.66667
0.49970,156.96970
0.50269,156.96970
0.50569,157.27273
0.50868,156.96970
0.51167,156.96970
0.51466,156.96970
0.51765,156.96970
0.52065,156.96970
0.56852,176.06061
0.57151,176.36364
0.57451,176.96970
0.57750,177.87879
0.58049,178.48485
0.58348,179.09091
0.58648,180.60606
0.58947,180.90909
0.59246,181.51515
0.59545,182.42424
0.59844,183.03030
0.65829,193.03030
0.66128,193.03030
0.66427,193.33333
0.66727,193.63636
0.67026,193.93939
0.67325,194.24242
0.67624,194.84848
0.67923,194.84848
0.68223,195.15152
0.68522,195.75758
0.68821,196.06061
0.69120,196.36364
0.69420,196.66667
0.69719,197.27273
0.70018,197.57576
0.76002,204.54545
0.76302,204.54545
0.76601,205.15152
0.76900,205.45455
0.77199,206.06061
0.77499,206.66667
0.77798,206.66667
0.78097,206.96970
0.78396,207.27273
0.78695,207.57576
0.78995,207.87879
0.79294,208.18182
0.79593,208.48485
0.79892,208.48485
0.86774,213.33333
0.87074,213.33333
0.87373,213.93939
0.87672,213.93939
0.87971,213.93939
0.88270,213.93939
0.88570,214.24242
0.88869,214.54545
0.89168,214.84848
0.89467,215.15152
0.89767,215.15152
0.96349,218.18182
0.96649,218.18182
0.96948,217.87879
0.97247,218.18182
0.97546,218.18182
0.97846,218.48485
0.98145,218.78788
0.98444,218.78788
0.98743,218.78788
0.99042,218.78788
0.99342,218.78788
0.99641,218.78788
0.99940,219.39394
1.00239,219.39394
1.06523,221.21212
1.06822,221.21212
1.07121,221.21212
1.07421,221.21212
1.07720,221.21212
1.08019,221.21212
1.08318,221.21212
1.08618,221.21212
1.08917,221.21212
1.09216,221.21212
1.09515,221.51515
1.09814,221.81818
1.10114,221.81818
1.16397,223.03030
1.16697,223.03030
1.16996,223.33333
1.17295,223.33333
1.17594,223.33333
1.17893,223.33333
1.18193,223.33333
1.18492,223.33333
1.18791,223.63636
1.19090,223.63636
1.19390,223.63636
1.19689,223.63636
1.19988,223.63636
1.25972,224.84848
1.26272,224.84848
1.26571,224.84848
1.26870,224.84848
1.27169,224.84848
1.27469,225.45455
1.27768,225.45455
1.28067,225.45455
1.28366,225.45455
1.28665,225.45455
1.28965,225.45455
1.29264,225.15152
1.29563,225.45455
1.29862,225.45455
1.35847,226.36364
1.36146,226.36364
1.36445,226.36364
1.36744,226.66667
1.37044,226.66667
1.37343,226.36364
1.37642,226.96970
1.37941,226.96970
1.38241,227.27273
1.38540,226.96970
1.38839,226.96970
1.39138,227.27273
1.39437,227.27273
1.45123,228.18182
1.45422,228.18182
1.45721,227.27273
1.46020,227.27273
1.46320,227.27273
1.46619,227.27273
1.46918,227.27273
1.47217,227.57576
1.47516,227.57576
1.47816,227.87879
1.48115,227.57576
1.48414,227.87879
1.48713,227.87879
1.54399,229.09091
1.54698,229.09091
1.54997,229.09091
1.55296,229.09091
1.55595,228.78788
1.55895,228.48485
1.56194,228.78788
1.56493,228.48485
1.56792,228.48485
1.57092,228.48485
1.57391,228.48485
1.57690,228.48485
1.57989,228.78788
1.58288,228.48485
1.58588,228.48485
1.58887,228.48485
1.59186,228.48485
1.59485,229.09091
1.65171,229.39394
1.65470,229.09091
1.65769,229.09091
1.66068,228.78788
1.66367,228.78788
1.66667,228.78788
1.66966,228.78788
1.67265,228.78788
1.67564,228.78788
1.67864,228.78788
1.68163,228.78788
1.68462,228.78788
1.68761,228.78788
1.74446,230.00000
1.74746,229.69697
1.75045,229.69697
1.75344,229.39394
1.75643,229.39394
1.75943,229.09091
1.76242,229.09091
1.76541,229.09091
1.76840,229.09091
1.77139,229.09091
1.77439,229.09091
1.77738,229.09091
1.78037,229.09091
1.78336,229.09091
1.78636,229.09091
1.78935,229.39394
1.79234,229.69697
1.84620,230.00000
1.84919,230.00000
1.85218,230.00000
1.85518,230.00000
1.85817,230.00000
1.86116,229.69697
1.86415,229.69697
1.86715,229.69697
1.87014,229.69697
1.87313,229.69697
1.87612,229.69697
1.87911,229.69697
1.88211,229.69697
1.88510,229.69697
1.88809,229.69697
1.89108,229.69697
1.95392,229.69697
1.95691,229.69697
1.95990,229.69697
1.96290,229.69697
1.96589,229.39394
1.96888,229.69697
1.97187,229.39394
1.97487,229.39394
1.97786,229.69697
1.98085,229.69697
1.98384,229.69697
1.98683,229.69697
1.98983,229.69697
2.04967,230.00000
2.05266,230.00000
2.05566,230.00000
2.05865,230.30303
2.06164,230.30303
2.06463,230.30303
2.06762,230.30303
2.07062,230.30303
2.07361,230.30303
2.07660,230.00000
2.07959,229.69697
2.08259,229.69697
2.08558,229.69697
2.08857,229.69697
2.09156,229.69697
2.15440,230.60606
2.15739,230.30303
2.16038,230.60606
2.16338,230.60606
2.16637,230.30303
2.16936,230.30303
2.17235,230.30303
2.17534,230.30303
2.17834,230.30303
2.18133,230.30303
2.18432,230.60606
2.18731,230.60606
2.19031,230.60606
2.25314,230.00000
2.25613,230.00000
2.25913,230.00000
2.26212,229.69697
2.26511,229.69697
2.26810,229.69697
2.27110,229.69697
2.27409,230.00000
2.27708,229.69697
2.28007,229.69697
2.28306,229.69697
2.28606,229.69697
2.28905,230.00000
2.29204,230.30303
2.34889,230.60606
2.35189,230.60606
2.35488,230.60606
2.35787,230.60606
2.36086,230.30303
2.36385,230.30303
2.36685,230.30303
2.36984,230.30303
2.37283,230.30303
2.37582,230.60606
2.37882,230.60606
2.38181,230.60606
2.38480,230.60606
2.38779,230.60606
2.39078,230.60606
2.45362,230.60606
2.45661,230.60606
2.45961,230.60606
2.46260,230.60606
2.46559,230.60606
2.46858,230.30303
2.47756,230.90909
2.48055,231.21212
2.48354,231.21212
2.48654,231.21212
2.48953,230.90909
2.55236,231.21212
2.55536,231.21212
2.55835,231.21212
2.56134,231.21212
2.56433,230.90909
2.56732,230.90909
2.57032,230.90909
2.57331,230.90909
2.57630,230.90909
2.57929,230.90909
2.58229,230.90909
2.58528,231.21212
2.58827,231.21212
2.59126,230.90909
2.64811,231.21212
2.65111,231.51515
2.65410,231.51515
2.65709,231.51515
2.66008,231.51515
2.66308,231.51515
2.66607,231.51515
2.66906,231.51515
2.67205,231.51515
2.67504,231.51515
2.67804,231.51515
2.68103,231.51515
2.68402,231.51515
2.68701,231.51515
2.69001,231.51515
2.74985,231.81818
2.75284,231.81818
2.75583,231.81818
2.75883,231.81818
2.76182,231.81818
2.76481,231.81818
2.76780,231.81818
2.77080,231.81818
2.77379,231.81818
2.77678,231.81818
2.77977,231.81818
2.78276,231.81818
2.78576,231.81818
2.84859,231.81818
2.85159,231.81818
2.85458,231.81818
2.85757,231.81818
2.86056,232.12121
2.86355,232.12121
2.86655,232.12121
2.86954,232.12121
2.87253,232.12121
2.87552,232.12121
2.87852,232.12121
2.88151,232.12121
2.88450,232.42424
2.88749,232.42424
2.94734,232.42424
2.95033,232.12121
2.95332,232.42424
2.95631,232.42424
2.95931,232.12121
2.96230,232.42424
2.96529,232.42424
2.96828,232.12121
2.97127,232.12121
2.97427,232.42424
2.97726,232.12121
2.98025,232.42424
2.98324,232.72727
2.98624,232.72727
2.98923,232.42424
3.04608,233.33333
3.04907,233.33333
3.05206,233.33333
3.05506,233.33333
3.05805,233.33333
3.06104,233.33333
3.06403,233.33333
3.06703,233.33333
3.07002,233.33333
3.07301,233.33333
3.07600,233.33333
3.07899,233.33333
3.14482,233.33333
3.14782,233.33333
3.15081,233.33333
3.15380,233.33333
3.15679,233.33333
3.15978,233.33333
3.16278,233.33333
3.16577,233.63636
3.16876,233.63636
3.17175,233.63636
3.17475,233.33333
3.17774,233.33333
3.18073,233.33333
3.24057,233.63636
3.24357,233.33333
3.24656,233.33333
3.24955,233.33333
3.25254,233.33333
3.25554,233.33333
3.25853,233.63636
3.26152,233.63636
3.26451,233.63636
3.26750,233.63636
3.27050,233.63636
3.27349,233.63636
3.27648,233.63636
3.27947,233.63636
3.28247,233.93939
3.34829,233.93939
3.35129,233.93939
3.35428,233.93939
3.35727,233.93939
3.36026,233.93939
3.36326,233.93939
3.36625,233.93939
3.36924,234.24242
3.37223,234.24242
3.37522,233.93939
3.37822,234.24242
3.44105,234.24242
3.44405,233.93939
3.44704,233.93939
3.45003,233.93939
3.45302,233.93939
3.45601,234.24242
3.45901,233.63636
3.46200,233.63636
3.46499,233.63636
3.46798,233.93939
3.47098,233.93939
3.47397,234.24242
3.47696,234.24242
3.53980,234.84848
3.54279,234.84848
3.54578,234.84848
3.54877,234.84848
3.55177,234.84848
3.55476,234.84848
3.55775,234.84848
3.56074,234.84848
3.56373,234.84848
3.56673,234.84848
3.56972,234.84848
3.57271,234.84848
3.57570,234.84848
3.57870,234.84848
3.58169,234.84848
3.63854,234.84848
3.64153,234.54545
3.64452,234.54545
3.64752,234.84848
3.65051,234.84848
3.65350,234.84848
3.65649,234.84848
3.65949,234.84848
3.66248,234.84848
3.66547,234.54545
3.66846,234.54545
3.67145,234.54545
3.67445,234.54545
3.67744,234.54545
3.68043,234.54545
3.73728,234.54545
3.74028,234.54545
3.74327,234.54545
3.74626,234.84848
3.74925,234.84848
3.75224,234.84848
3.75524,234.84848
3.75823,234.84848
3.76122,234.84848
3.76421,234.84848
3.76721,234.84848
3.77020,234.84848
3.77319,234.84848
3.77618,234.84848
3.77917,234.84848
3.83603,234.84848
3.83902,234.54545
3.84800,235.15152
3.85099,234.84848
3.85398,234.84848
3.85697,234.84848
3.85996,234.84848
3.86296,234.84848
3.86595,234.84848
3.86894,234.84848
3.87193,234.84848
3.87493,234.84848
3.87792,234.84848
3.93776,234.84848
3.94075,234.84848
3.94375,234.84848
3.94674,234.84848
3.94973,234.84848
3.95572,234.54545
3.95871,234.84848
3.96170,234.84848
3.96469,234.84848
3.96768,234.84848
3.97068,234.84848
3.97367,234.84848
4.03651,235.15152
4.03950,235.15152
4.04249,235.15152
4.04548,235.15152
4.04847,235.15152
4.05147,235.15152
4.05446,235.15152
4.05745,235.15152
4.06044,235.15152
4.06344,235.15152
4.06643,235.15152
4.06942,235.15152
4.07241,235.15152
4.07540,235.45455
4.13525,235.15152
4.13824,235.15152
4.14123,235.15152
4.14423,235.15152
4.14722,235.15152
4.15021,235.15152
4.15320,235.15152
4.15619,235.15152
4.15919,235.15152
4.16218,235.15152
4.16517,235.15152
4.16816,235.15152
4.17115,235.15152
4.17415,235.15152
4.23399,235.15152
4.23698,235.15152
4.23998,235.15152
4.24297,235.15152
4.24596,235.15152
4.24895,235.15152
4.25194,235.15152
4.25494,235.15152
4.25793,235.15152
4.26092,235.15152
4.26391,235.15152
4.26691,235.15152
4.26990,235.15152
4.27289,235.15152
4.32974,235.15152
4.33273,235.15152
4.33573,235.15152
4.33872,235.15152
4.34171,235.15152
4.34470,235.15152
4.34770,235.15152
4.35069,235.15152
4.35368,234.84848
4.35667,234.84848
4.35966,234.84848
4.36266,234.54545
4.36565,235.15152
4.36864,235.15152
4.37163,235.15152
4.42849,235.15152
4.43148,235.15152
4.43447,235.15152
4.43746,235.15152
4.44045,235.15152
4.44345,235.15152
4.44644,235.15152
4.44943,235.15152
4.45242,235.15152
4.45542,235.45455
4.45841,235.45455
4.46140,235.15152
4.46439,235.15152
4.46738,235.45455
