# source: TM-100991 pdf p.46, Figure 10, panel PS3
# quantity: PS3 vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 493.31 (slope -12.14 m px/row), right 2148.00 (slope -7.60), width 1654.69 px against the page-wide 1669. The page is skewed; see `Panel.left_slope`.
# value: PS3, axis range 0.0 to 200.0, no unit printed on the figure
# points: 637
# x tick check: worst interior major tick off by 0.0039 s
# frame tilt corrected: top +11.71 px, bottom +11.67 px across the panel (+3.53 % of panel height). The page is skewed; see `frame_tilt`.
# NOT transcribed. Values carry read error.
t_s,value
1.74546,90.69278
1.74848,90.69701
1.75150,90.70124
1.75452,90.70547
1.75754,90.70970
1.76058,90.41186
1.76360,90.41609
1.76662,90.42032
1.83012,88.99878
1.83314,89.00301
1.83616,89.00724
1.83918,89.01147
1.84220,89.01570
1.84526,88.41578
1.84828,88.42001
1.85130,88.42424
1.85432,88.42847
1.85734,88.43270
1.86036,88.43693
1.86339,88.13909
1.86643,87.84124
1.92992,86.72177
1.93294,86.72600
1.93596,86.73023
1.93898,86.73446
1.94200,86.73869
1.94502,86.74292
1.94804,86.74715
1.95106,86.75139
1.95409,86.45354
1.95711,86.45777
1.96012,86.76408
1.96314,86.76831
1.96617,86.47046
1.96919,86.47469
2.02662,85.64884
2.02966,85.35099
2.03268,85.35522
2.03571,85.05737
2.03873,85.06160
2.04175,85.06583
2.04479,84.76798
2.04779,85.07429
2.05081,85.07852
2.05385,84.78067
2.05687,84.78490
2.05989,84.78913
2.06292,84.49129
2.06594,84.49552
2.12941,83.67812
2.13243,83.68235
2.13547,83.38450
2.13849,83.38873
2.14151,83.39296
2.14453,83.39719
2.14755,83.40142
2.15057,83.40565
2.15359,83.40988
2.15661,83.41411
2.15963,83.41834
2.16266,83.12049
2.16568,83.12472
2.16871,83.12895
2.22915,82.30732
2.23217,82.31155
2.23519,82.31578
2.23821,82.32001
2.24123,82.32424
2.24425,82.32847
2.24730,81.72854
2.25032,81.73277
2.25334,81.73700
2.25636,81.74123
2.25940,81.44338
2.26242,81.44761
2.26544,81.45184
2.26846,81.45607
2.32891,80.63443
2.33193,80.63866
2.33495,80.64289
2.33797,80.64712
2.34099,80.65135
2.34401,80.65559
2.34703,80.65982
2.35005,80.66405
2.35307,80.66828
2.35609,80.67251
2.35911,80.67674
2.36213,80.68097
2.36516,80.38312
2.36817,80.68943
2.42558,80.16564
2.42858,80.47195
2.43162,80.17410
2.43464,80.17833
2.43766,80.18256
2.44068,80.18679
2.44371,79.88894
2.44672,80.19525
2.44974,80.19948
2.45276,80.20371
2.45578,80.20794
2.45880,80.21217
2.46182,80.21640
2.46485,79.91855
2.46787,79.92278
2.52830,79.40322
2.53132,79.40745
2.53434,79.41168
2.53736,79.41591
2.54038,79.42014
2.54340,79.42437
2.54642,79.42860
2.54944,79.43283
2.55246,79.43706
2.55548,79.44129
2.55850,79.44552
2.56152,79.44975
2.56454,79.45398
2.61892,79.22804
2.62194,79.23227
2.62496,79.23650
2.62798,79.24073
2.63100,79.24496
2.63402,79.24919
2.63704,79.25342
2.64007,78.95557
2.64309,78.95980
2.64611,78.96403
2.64913,78.96826
2.65215,78.97249
2.65516,79.27880
2.65818,79.28303
2.66121,78.98518
2.66422,79.29149
2.72468,78.16776
2.72770,78.17199
2.73072,78.17622
2.73374,78.18045
2.73676,78.18468
2.73978,78.18891
2.74280,78.19314
2.74582,78.19737
2.74884,78.20160
2.75186,78.20583
2.75488,78.21006
2.75790,78.21429
2.76092,78.21852
2.82435,78.00527
2.82737,78.00950
2.83039,78.01373
2.83341,78.01796
2.83643,78.02219
2.83945,78.02642
2.84247,78.03065
2.84551,77.73279
2.84853,77.73702
2.85155,77.74125
2.85457,77.74548
2.85759,77.74971
2.86061,77.75394
2.86364,77.45609
2.92103,77.23437
2.92405,77.23860
2.92709,76.94075
2.93011,76.94498
2.93313,76.94921
2.93615,76.95344
2.93917,76.95767
2.94219,76.96190
2.94519,77.26821
2.94821,77.27244
2.95125,76.97459
2.95427,76.97882
2.95729,76.98305
2.96031,76.98728
2.96333,76.99151
2.96635,76.99574
3.02374,76.77402
3.02676,76.77825
3.02978,76.78248
3.03280,76.78671
3.03582,76.79094
3.03884,76.79517
3.04186,76.79940
3.04488,76.80363
3.04790,76.80786
3.05092,76.81209
3.05394,76.81632
3.05696,76.82055
3.05998,76.82478
3.06300,76.82901
3.12344,76.00735
3.12646,76.01158
3.12948,76.01581
3.13250,76.02004
3.13552,76.02427
3.13854,76.02850
3.14156,76.03273
3.14458,76.03696
3.14760,76.04119
3.15062,76.04542
3.15364,76.04965
3.15666,76.05388
3.15968,76.05811
3.16270,76.06234
3.16572,76.06657
3.22614,75.84908
3.22916,75.85331
3.23218,75.85754
3.23520,75.86177
3.23822,75.86600
3.24123,75.87023
3.24425,75.87446
3.24727,75.87869
3.25029,75.88292
3.25331,75.88715
3.25633,75.89138
3.25935,75.89561
3.26239,75.59775
3.26541,75.60198
3.26843,75.60621
3.32282,75.07818
3.32584,75.08241
3.32886,75.08664
3.33187,75.09087
3.33489,75.09510
3.33791,75.09933
3.34095,74.80147
3.34397,74.80570
3.34699,74.80993
3.35001,74.81416
3.35303,74.81839
3.35605,74.82262
3.35907,74.82685
3.36209,74.83108
3.36511,74.83531
3.36813,74.83954
3.42853,74.92413
3.43155,74.92836
3.43458,74.63050
3.43760,74.63473
3.44062,74.63896
3.44364,74.64319
3.44666,74.64742
3.44968,74.65165
3.45274,73.74961
3.45575,74.05593
3.45877,74.06016
3.46180,73.76230
3.46482,73.76653
3.46783,74.07285
3.52823,74.15745
3.53125,74.16168
3.53427,74.16591
3.53729,74.17014
3.54031,74.17437
3.54332,74.17860
3.54634,74.18283
3.54936,74.18706
3.55238,74.19129
3.55540,74.19552
3.55842,74.19975
3.56144,74.20398
3.56448,73.90612
3.56750,73.91035
3.57050,74.21667
3.57352,74.22090
3.63394,74.00341
3.63696,74.00764
3.63998,74.01187
3.64300,74.01610
3.64603,73.71823
3.64905,73.72246
3.65207,73.72669
3.65509,73.73092
3.65812,73.43306
3.66114,73.43729
3.66416,73.44152
3.66718,73.44575
3.67019,73.75207
3.67321,73.75630
3.72761,72.92617
3.73063,72.93039
3.73365,72.93462
3.73667,72.93885
3.73969,72.94308
3.74271,72.94731
3.74573,72.95154
3.74875,72.95577
3.75175,73.26210
3.75477,73.26633
3.75779,73.27056
3.76081,73.27479
3.76383,73.27902
3.76685,73.28325
3.76989,72.98538
3.83330,73.07421
3.83632,73.07844
3.83936,72.78058
3.84238,72.78481
3.85447,72.49963
3.85749,72.50386
3.86051,72.50809
3.86353,72.51232
3.86656,72.21446
3.86957,72.52078
3.92395,71.99273
3.92697,71.99696
3.92999,72.00119
3.93301,72.00542
3.93603,72.00965
3.93905,72.01388
3.94207,72.01811
3.94509,72.02234
3.94811,72.02657
3.95113,72.03080
3.95415,72.03503
3.95717,72.03926
3.96019,72.04349
3.96321,72.04772
3.96623,72.05195
3.96926,71.75408
4.02664,71.83445
4.02966,71.83868
4.03268,71.84291
4.03570,71.84714
4.03872,71.85137
4.04174,71.85560
4.04476,71.85983
4.04778,71.86406
4.05080,71.86829
4.05381,72.17461
4.05683,72.17884
4.05985,72.18307
4.06287,72.18730
4.06590,71.88944
4.12933,71.67617
4.13235,71.68040
4.13537,71.68463
4.13839,71.68886
4.14141,71.69308
4.14443,71.69731
4.14745,71.70154
4.15047,71.70577
4.15349,71.71000
4.15651,71.71423
4.15954,71.41637
4.16256,71.42060
4.16558,71.42483
4.22599,71.20733
4.22902,70.90946
4.23204,70.91369
4.23506,70.91792
4.23808,70.92215
4.24110,70.92638
4.24412,70.93061
4.24716,70.63274
4.25019,70.33488
4.25321,70.33911
4.25623,70.34334
4.25926,70.04547
4.26228,70.04970
4.26530,70.05393
4.26832,70.05816
4.32570,70.13852
4.32872,70.14275
4.33174,70.14698
4.33476,70.15121
4.33778,70.15544
4.34080,70.15967
4.34382,70.16390
4.34684,70.16813
4.34986,70.17236
4.35288,70.17659
4.35590,70.18082
4.35892,70.18505
4.36194,70.18928
4.36496,70.19351
4.36798,70.19774
4.42837,70.28233
4.43140,69.98446
4.43442,69.98869
4.43744,69.99292
4.44046,69.99715
4.44348,70.00138
4.44652,69.70351
4.44952,70.00984
4.45254,70.01407
4.45558,69.71620
4.45860,69.72043
4.46163,69.42257
4.46465,69.42679
