# source: TM-100991 pdf p.45, Figure 9, panel PCNG
# quantity: PCNG vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 601.13 (slope -5.50 m px/row), right 2259.79 (slope -7.61), width 1658.66 px against the page-wide 1671. The page is skewed; see `Panel.left_slope`.
# value: PCNG, axis range 80.0 to 100.0, no unit printed on the figure
# points: 664
# x tick check: worst interior major tick off by 0.0154 s
# frame tilt corrected: top +4.49 px, bottom +4.50 px across the panel (+1.36 % of panel height). The page is skewed; see `frame_tilt`.
# dropped: 4 trailing sample(s) at t = 4.86867, 4.87169, 4.87469, 4.87772 s, behind an x-gap of 132x the median sample interval (0.00301 s). The curve ends at t=4.47056 s with value 98.94050; the dropped samples read 90.45, 90.45, 90.48, 90.45. Re-acquired ink past the end of the plotted curve, not data. See open question #48.
# NOT transcribed. Values carry read error.
t_s,value
2.64083,98.50818
2.64385,98.50834
2.64686,98.50851
2.64987,98.50867
2.65289,98.50883
2.65590,98.50900
2.65892,98.50916
2.66193,98.50932
2.66495,98.50949
2.66796,98.50965
2.67098,98.50981
2.67399,98.50997
2.67701,98.51014
2.68002,98.51030
2.73127,98.51307
2.73428,98.51323
2.73730,98.51340
2.75539,98.51438
2.75840,98.51454
2.76141,98.51470
2.76443,98.51487
2.76744,98.51503
2.77046,98.51519
2.77347,98.51535
2.77649,98.51552
2.77950,98.51568
2.83676,98.57939
2.83977,98.57955
2.84280,98.54941
2.84580,98.57988
2.84883,98.54974
2.85184,98.54990
2.85486,98.55006
2.85787,98.55023
2.86088,98.58069
2.86390,98.55055
2.86691,98.55071
2.86993,98.55088
2.87294,98.55104
2.87596,98.55120
2.87897,98.55137
2.93625,98.55446
2.93925,98.58493
2.94227,98.58510
2.94528,98.58526
2.94830,98.58542
2.95131,98.58559
2.95433,98.58575
2.95734,98.58591
2.96036,98.58607
2.96337,98.58624
2.96639,98.58640
2.96940,98.58656
2.97242,98.58673
2.97543,98.58689
2.97844,98.58705
3.03269,98.65060
3.03570,98.65076
3.03872,98.65093
3.04173,98.65109
3.04475,98.62095
3.04777,98.62111
3.05078,98.62127
3.05380,98.62143
3.05681,98.62160
3.05983,98.62176
3.06283,98.65223
3.06585,98.65239
3.06886,98.65256
3.07188,98.65272
3.12915,98.65582
3.13217,98.65598
3.13518,98.65614
3.13820,98.65630
3.14121,98.65647
3.14423,98.65663
3.14724,98.65679
3.15026,98.65696
3.15326,98.68743
3.15627,98.68759
3.15929,98.68775
3.16231,98.65761
3.16533,98.65777
3.16834,98.65794
3.17136,98.65810
3.17437,98.65826
3.23163,98.72197
3.23464,98.72213
3.23766,98.72230
3.24067,98.72246
3.24369,98.72262
3.24670,98.72279
3.24972,98.72295
3.25273,98.72311
3.25574,98.72328
3.25876,98.72344
3.26177,98.72360
3.26479,98.72376
3.26780,98.72393
3.27083,98.69378
3.27383,98.72425
3.27685,98.72442
3.33111,98.72735
3.33412,98.72751
3.33714,98.72768
3.34014,98.75815
3.34317,98.72800
3.34618,98.72817
3.34920,98.72833
3.35221,98.72849
3.35523,98.72866
3.35824,98.72882
3.36124,98.75929
3.36426,98.75945
3.36726,98.78992
3.37028,98.79008
3.37330,98.75994
3.43058,98.76304
3.43358,98.79351
3.43660,98.79367
3.43961,98.79383
3.44263,98.79400
3.44564,98.79416
3.44866,98.79432
3.45167,98.79448
3.45469,98.79465
3.45770,98.79481
3.46071,98.79497
3.46373,98.79514
3.46674,98.79530
3.46976,98.79546
3.47277,98.79563
3.53306,98.79889
3.53608,98.79905
3.53909,98.79921
3.54211,98.79937
3.54511,98.82984
3.54813,98.83001
3.55114,98.83017
3.55416,98.83033
3.55717,98.83050
3.56017,98.86097
3.56320,98.83082
3.56621,98.83099
3.56923,98.83115
3.57224,98.83131
3.57526,98.83147
3.63554,98.86504
3.63855,98.86520
3.64157,98.86537
3.64458,98.86553
3.64761,98.83539
3.65061,98.86586
3.65363,98.86602
3.65664,98.86618
3.65966,98.86634
3.66267,98.86651
3.66568,98.86667
3.66870,98.86683
3.67171,98.86700
3.67473,98.86716
3.73199,98.90056
3.73501,98.90073
3.73801,98.93120
3.74103,98.93136
3.74404,98.93152
3.74706,98.93168
3.75007,98.93185
3.75309,98.93201
3.75610,98.93217
3.75913,98.90203
3.76214,98.90219
3.76515,98.90236
3.76817,98.90252
3.77118,98.90268
3.77420,98.90285
3.83448,98.93641
3.83749,98.93658
3.84052,98.90643
3.84353,98.90660
3.84655,98.90676
3.84956,98.90692
3.85258,98.90708
3.85558,98.93755
3.85861,98.90741
3.86162,98.90757
3.86462,98.93804
3.86764,98.93821
