# source: TM-100991 pdf p.45, Figure 9, panel T41
# quantity: T41 vs time, GE reference standard model data (+ markers) -- the hardware reference Ballin was himself validating against
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 598.59 (slope -0.97 m px/row), right 2256.25 (slope -10.39), width 1657.66 px against the page-wide 1671. The page is skewed; see `Panel.left_slope`.
# value: T41, axis range 2000.0 to 3000.0, no unit printed on the figure
# points: 45
# x tick check: worst interior major tick off by 0.0037 s
# frame tilt corrected: top +5.38 px, bottom +5.47 px across the panel (+1.64 % of panel height). The page is skewed; see `frame_tilt`.
# sample lattice: pitch 33.17 px = 0.1000 s
# NOT transcribed. Values carry read error.
t_s,value
0.09997,2217.35288
0.20054,2215.94907
0.30343,2216.88151
0.40599,2217.88988
0.50645,2215.56011
0.60938,2798.16510
0.71269,2701.08148
0.81350,2662.39521
0.91310,2646.56560
1.01278,2638.33096
1.11322,2637.17118
1.21195,2636.94545
1.31147,2639.34110
1.41114,2643.64394
1.50777,2646.57088
1.60874,2652.59448
1.70992,2655.20429
1.80955,2659.07287
1.90909,2663.41529
2.01025,2664.74037
2.11071,2669.33368
2.21014,2669.27269
2.31248,2673.12943
2.41509,2674.17741
2.51335,2674.95106
2.61329,2677.61753
2.71362,2676.72008
2.81385,2680.12544
2.90972,2681.52320
3.00997,2684.81131
3.10958,2685.93091
3.20758,2687.42588
3.30783,2691.01089
3.40925,2690.55771
3.50675,2690.34446
3.60996,2694.63371
3.70971,2696.41360
3.81102,2700.76022
3.90993,2701.67699
4.00951,2703.51277
4.11015,2707.23769
4.20866,2708.69694
4.30826,2709.01999
4.40782,2712.36835
4.50662,2713.00021
