# source: TM-100991 pdf p.46, Figure 10, panel TORQ45
# quantity: TORQ45 vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 480.06 (slope -15.02 m px/row), right 2130.86 (slope -6.47), width 1650.80 px against the page-wide 1669. The page is skewed; see `Panel.left_slope`.
# value: TORQ45, axis range 0.0 to 400.0, no unit printed on the figure
# points: 364
# x tick check: worst interior major tick off by 0.1079 s
# frame tilt corrected: top +13.70 px, bottom +14.37 px across the panel (+4.25 % of panel height). The page is skewed; see `frame_tilt`.
# NOT transcribed. Values carry read error.
t_s,value
1.79213,25.87091
1.79517,25.27637
1.79823,24.07691
1.80126,24.08729
1.80428,24.09768
1.80725,25.92283
1.81028,25.93321
1.81330,25.94360
1.81634,25.34906
1.81937,25.35944
1.82239,25.36983
1.82541,25.38021
1.82844,25.39060
1.83146,25.40098
1.83448,25.41137
1.83751,25.42175
1.84053,25.43213
1.84356,25.44252
1.84658,25.45290
1.84960,25.46329
1.85265,24.86876
1.85569,24.27423
1.85871,24.28462
1.86174,24.29500
1.86476,24.30539
1.86780,23.71087
1.87083,23.72125
1.87385,23.73164
1.87687,23.74202
1.87990,23.75241
1.88294,23.15789
1.88596,23.16828
1.88900,22.57376
1.89203,22.58415
1.89505,22.59454
1.89808,22.60493
1.90110,22.61531
1.90412,22.62570
1.90715,22.63609
1.91017,22.64647
1.91320,22.65686
1.91622,22.66725
1.91924,22.67764
1.92227,22.68802
1.92531,22.09352
1.92833,22.10390
1.93136,22.11429
1.93438,22.12468
1.93740,22.13507
1.94043,22.14545
1.94345,22.15584
1.94648,22.16623
1.94950,22.17662
1.95252,22.18700
1.95555,22.19739
1.95857,22.20778
1.96159,22.21817
1.96464,21.62367
1.96766,21.63406
1.97068,21.64445
1.97371,21.65483
1.97673,21.66522
1.97976,21.67561
1.98278,21.68600
1.98580,21.69639
1.98883,21.70677
1.99185,21.71716
1.99487,21.72755
1.99788,22.34281
2.00092,21.74832
2.00395,21.75871
2.00697,21.76910
2.01001,21.17461
2.01304,21.18500
2.01608,20.59052
2.01910,20.60091
2.02212,20.61130
2.02513,21.22656
2.02817,20.63208
2.03120,20.64247
