# source: TM-100991 pdf p.46, Figure 10, panel PCNG
# quantity: PCNG vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 489.38 (slope -1.93 m px/row), right 2144.55 (slope -9.84), width 1655.17 px against the page-wide 1669. The page is skewed; see `Panel.left_slope`.
# value: PCNG, axis range 60.0 to 100.0, no unit printed on the figure
# points: 667
# x tick check: worst interior major tick off by 0.0024 s
# frame tilt corrected: top +12.24 px, bottom +12.71 px across the panel (+3.79 % of panel height). The page is skewed; see `frame_tilt`.
# NOT transcribed. Values carry read error.
t_s,value
2.56368,79.45700
2.62116,79.23139
2.62418,79.23230
2.62721,79.23321
2.63023,79.23412
2.63325,79.23502
2.63629,79.17522
2.63931,79.17613
2.64233,79.17704
2.64536,79.17794
2.64838,79.17885
2.65140,79.17976
2.65442,79.24138
2.65745,79.18158
2.66048,79.12177
2.66351,79.12268
2.71796,78.95689
2.72098,78.95780
2.72400,78.95871
2.72703,78.95962
2.73005,78.96053
2.73307,78.96144
2.73610,78.96234
2.73912,78.96325
2.74214,78.96416
2.74518,78.90436
2.74820,78.90527
2.75122,78.90617
2.75425,78.90708
2.75727,78.90799
2.76029,78.90890
2.81777,78.74403
2.82079,78.74494
2.82382,78.74585
2.82684,78.74676
2.82987,78.68695
2.83290,78.68786
2.83593,78.62806
2.83895,78.62897
2.84198,78.62988
2.84500,78.63078
2.84802,78.63169
2.85105,78.63260
2.85407,78.63351
2.85709,78.63442
2.86012,78.63533
2.91759,78.47047
2.92062,78.47138
2.92364,78.47229
2.92666,78.47319
2.92969,78.47410
2.93271,78.47501
2.93574,78.41521
2.93877,78.41612
2.94179,78.41703
2.94481,78.41794
2.94784,78.41885
2.95087,78.35905
2.95389,78.35996
2.95692,78.36086
2.95994,78.36177
2.96297,78.36268
3.02043,78.25854
3.02347,78.19874
3.02648,78.26036
3.02950,78.26127
3.03253,78.26218
3.03555,78.26309
3.03858,78.20329
3.04161,78.20420
3.04463,78.20510
3.04766,78.14531
3.05069,78.14621
3.05371,78.14712
3.05675,78.08732
3.05977,78.08823
3.12328,77.98592
3.12632,77.92612
3.12934,77.92703
3.13237,77.92794
3.13539,77.92885
3.13841,77.92976
3.14144,77.93067
3.14447,77.87087
3.14749,77.87178
3.15052,77.87269
3.15354,77.87360
3.15656,77.87451
3.15959,77.87542
3.16261,77.87633
3.16564,77.87724
3.22311,77.71240
3.22613,77.77401
3.22915,77.77492
3.23218,77.77583
3.23522,77.65533
3.23824,77.65624
3.24127,77.65715
3.24430,77.59736
3.24733,77.59827
3.25035,77.59918
3.25336,77.66079
3.25639,77.66170
3.25941,77.66261
3.26243,77.66352
3.26546,77.66443
3.26849,77.60463
3.32596,77.50051
3.32900,77.44072
3.33202,77.44163
3.33504,77.44254
3.33807,77.44345
3.34109,77.44436
3.34411,77.44527
3.34714,77.44618
3.35016,77.44709
3.35318,77.44800
3.35621,77.44891
3.35923,77.44982
3.36226,77.45073
3.36528,77.45164
3.42580,77.22702
3.42882,77.22793
3.43184,77.22884
3.43487,77.22975
3.43789,77.23066
3.44091,77.23157
3.44395,77.17178
3.44697,77.17269
3.45000,77.17360
3.45302,77.17451
3.45604,77.17542
3.45906,77.23703
3.46209,77.17724
3.46511,77.17815
3.46814,77.17906
3.53167,77.01607
