# source: TM-100991 pdf p.45, Figure 9, panel WFPH
# quantity: WFPH vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 603.98 (slope -0.64 m px/row), right 2263.42 (slope -3.32), width 1659.44 px against the page-wide 1671. The page is skewed; see `Panel.left_slope`.
# value: WFPH, axis range 250.0 to 1000.0, no unit printed on the figure
# points: 731
# x tick check: worst interior major tick off by 0.0106 s
# frame tilt corrected: top +1.58 px, bottom +3.27 px across the panel (+0.74 % of panel height). The page is skewed; see `frame_tilt`.
# NOT transcribed. Values carry read error.
t_s,value
1.26293,776.43888
1.26595,776.44172
1.26896,776.44456
1.27197,777.58726
1.27499,776.45024
1.27800,776.45308
1.28101,776.45592
1.28403,776.45876
1.28704,777.60144
1.29005,776.46443
1.29307,776.46727
1.29608,776.47011
1.29910,776.47295
1.30211,776.47579
1.30512,776.47863
1.30814,776.48147
1.31115,776.48431
1.31416,776.48715
1.31718,776.48998
1.32019,776.49282
1.32320,776.49566
1.32622,775.35870
1.32923,775.36155
1.33224,776.50418
1.33526,776.50702
1.33827,776.50986
1.34129,775.37292
1.34430,775.37576
1.34731,775.37860
1.35033,775.38144
1.35334,775.38428
1.35635,775.38713
1.35937,775.38997
1.36238,776.53256
1.36540,775.39565
1.36841,775.39849
1.37142,775.40134
1.37444,775.40418
1.37745,775.40702
1.38046,775.40986
1.38348,775.41270
1.38649,775.41555
1.38950,775.41839
1.39252,775.42123
1.39553,775.42407
1.39854,775.42691
1.40156,775.42976
1.40457,775.43260
1.40759,775.43544
1.41060,775.43828
1.41361,775.44112
1.41663,775.44396
1.41964,775.44681
1.42265,775.44965
1.42567,775.45249
1.42868,775.45533
1.43169,775.45817
1.43471,775.46101
1.43772,775.46386
1.44073,775.46670
1.44375,775.46954
1.44676,775.47238
1.44977,775.47522
1.45279,775.47806
1.45580,775.48090
1.45882,775.48375
1.46183,775.48659
1.46484,775.48943
1.46786,775.49227
1.47087,775.49511
1.47388,775.49795
1.47690,775.50079
1.47991,775.50364
1.48292,775.50648
1.48594,775.50932
1.48895,775.51216
1.49196,775.51500
1.49498,775.51784
1.49799,774.38109
1.50101,773.24434
1.50402,773.24719
1.50703,774.38962
1.51005,774.39247
1.51306,774.39531
1.51607,774.39816
1.51909,775.54057
1.52210,775.54341
1.52511,775.54625
1.52813,775.54910
1.53114,775.55194
1.53415,775.55478
1.53717,775.55762
1.54018,775.56046
1.54320,773.28421
1.54621,773.28706
1.54923,773.28991
1.55224,774.43229
1.55525,774.43514
1.55826,774.43798
1.56128,774.44082
1.56429,774.44367
1.56731,773.30700
1.57032,773.30985
1.57333,773.31269
1.57635,774.45505
1.57936,774.45789
1.58237,774.46073
1.58539,774.46358
1.58840,774.46642
1.59141,774.46927
1.59443,774.47211
1.59744,774.47496
1.60045,774.47780
1.60347,773.34117
1.60648,773.34402
1.60950,773.34687
1.61251,773.34971
1.61552,773.35256
1.61854,773.35541
1.62155,774.49771
1.62456,773.36110
1.62758,773.36395
1.63059,773.36680
1.63361,773.36965
1.63662,772.23306
1.63963,772.23591
1.64265,772.23876
1.64566,772.24161
1.64868,772.24446
1.65169,772.24731
1.65470,772.25016
1.65772,772.25302
1.66073,772.25587
1.66374,772.25872
1.66676,772.26157
1.66977,772.26442
1.67278,772.26727
1.67580,772.27012
1.67881,773.41236
1.68182,772.27582
1.68484,772.27867
1.68785,772.28152
1.69086,772.28437
1.69388,772.28722
1.69689,772.29007
1.69991,772.29293
1.70292,772.29578
1.70593,772.29863
1.70895,772.30148
1.71196,772.30433
1.71497,772.30718
1.71799,772.31003
1.72100,772.31288
1.72401,772.31573
1.72703,772.31858
1.73004,772.32143
1.73305,772.32428
1.73607,772.32713
1.73908,772.32998
1.74210,772.33283
1.74511,772.33568
1.74812,772.33853
1.75114,772.34138
1.75415,772.34423
1.75716,772.34708
1.76018,772.34993
1.76319,772.35278
1.76620,772.35563
1.76922,772.35848
1.77223,772.36133
1.77524,772.36418
1.77826,772.36703
1.78127,772.36988
1.78428,772.37274
1.78730,772.37559
1.79031,772.37844
1.79333,772.38129
1.79634,772.38414
1.79935,772.38699
1.80237,772.38984
1.80538,772.39269
1.80839,772.39554
1.81141,772.39839
1.81442,772.40124
1.81743,772.40409
1.82045,772.40693
1.82346,772.40978
1.82647,772.41263
1.82949,772.41548
1.83250,772.41833
1.83552,772.42118
1.83853,772.42403
1.84154,772.42688
1.84456,772.42973
1.84757,772.43258
1.85058,772.43543
1.85360,772.43828
1.85661,772.44113
1.85962,772.44398
1.86264,772.44683
1.86565,772.44968
1.86866,772.45253
1.87168,772.45538
1.87469,772.45823
1.87770,772.46108
1.88072,772.46393
1.88373,772.46678
1.88675,772.46963
1.88976,772.47248
1.89277,772.47533
1.89579,771.33904
1.89880,771.34190
1.90182,771.34475
1.90483,772.48672
1.90784,772.48957
1.91085,772.49242
1.91387,772.49527
1.91688,772.49812
1.91989,772.50097
1.92291,771.36472
1.92592,771.36757
1.92894,771.37042
1.93195,771.37328
1.93496,771.37613
1.94099,772.52092
1.94400,772.52377
1.94702,771.38754
1.95003,771.39039
1.95305,771.39325
1.95606,771.39610
1.95907,772.53801
1.96208,772.54086
1.96510,772.54371
1.96811,771.40751
1.97113,771.41036
2.51055,773.05910
2.51356,773.06194
2.51658,773.06479
2.51959,773.06764
2.52260,773.07048
2.52562,773.07333
2.52863,773.07617
2.53164,773.07902
2.53466,773.08187
2.53767,773.08471
2.54069,773.08756
2.54370,773.09040
2.54671,773.09325
2.54973,773.09609
2.55274,773.09894
2.55575,773.10178
2.55877,773.10463
2.56178,773.10748
2.56479,773.11032
2.56781,773.11317
2.57082,773.11601
2.57383,773.11886
2.57685,773.12170
2.57986,773.12455
2.58288,773.12739
2.58589,773.13024
2.58890,773.13309
2.66423,775.48070
2.66725,775.48353
2.67026,775.48637
2.67328,775.48921
2.67629,775.49205
2.67930,775.49489
2.74560,775.55732
2.74861,775.56015
2.75163,775.56299
3.50500,779.68361
3.50802,778.54917
3.51103,778.55200
3.59541,778.63112
3.59843,778.63395
3.60144,778.63678
3.60445,778.63960
3.68280,778.71306
3.68582,778.71589
3.68883,778.71871
3.69184,778.72154
3.77622,778.80063
3.77924,778.80346
3.78225,778.80628
3.86663,777.74851
3.86965,777.75134
3.87266,777.75417
3.87567,778.89383
3.87868,778.89666
3.88170,778.89948
3.95403,777.83051
3.95704,777.83333
3.96005,777.83616
3.96307,777.83899
3.96608,777.84181
3.96909,777.84464
4.04745,777.91814
4.05046,777.92096
4.05347,777.92379
4.05649,777.92662
4.05950,777.92944
4.06251,777.93227
4.06553,776.79848
4.06855,776.80131
4.07156,776.80414
4.07457,776.80697
4.07759,776.80980
4.08060,777.94923
4.08361,777.95205
4.08662,777.95488
4.08964,777.95771
4.18306,776.90883
4.18607,776.91166
4.18909,776.91449
4.27347,776.99370
4.27648,776.99653
4.27949,776.99936
4.28251,777.00219
4.28552,777.00501
4.28853,777.00784
4.36690,774.80884
4.36991,774.81168
4.37292,774.81451
4.37594,774.81735
4.37895,774.82018
4.44524,776.01873
4.44826,776.02156
4.45127,776.02439
4.45429,774.89106
4.45730,774.89389
4.46031,776.03288
